SIZE,FUEL,DISTANCE,DESIBEL,AIRFLOW,FREQUENCY,BOS,Operation_Code,STATUS
2,thinner,180,92,3.3,14,257.6,22423,0
5,kerosene,190,93,2.7,35,259.15,22449,0
3,kerosene,100,103,7.5,25,270.65,22451,1
7,lpg,100,104,7.4,47,278.2,22450,0
4,thinner,90,102,0,68,273.1,79067,0
5,gasoline,80,89,10,7,228.95,22818,1
4,kerosene,40,107,14.5,46,304.85,22816,1
5,gasoline,30,110,16,45,299.5,22912,1
3,thinner,70,104,0,68,307.2,84898F,0
1,kerosene,60,88,9.9,10,274.4,22333,1
3,kerosene,130,86,5,4,239.3,22196,0
3,kerosene,20,91,15,35,275.05,21864,1
6,lpg,170,91,2.8,13,282.05,20974,0
1,kerosene,130,96,0,72,249.8,21892,0
7,lpg,10,95,15.2,50,249.25,22551,1
2,kerosene,70,87,10.3,6,254.85,20975,1
3,kerosene,70,104,11,20,307.2,21866,1
5,gasoline,40,102,4.5,65,287.1,22633,1
4,gasoline,140,93,3.7,12,246.15,22557,0
2,thinner,120,104,6.5,19,282.2,22652,1
3,thinner,70,106,12,46,281.3,22926,1
2,thinner,170,103,3.4,36,262.65,22927,0
2,gasoline,130,92,3.7,21,252.6,22849,1
1,gasoline,170,102,0,75,273.1,22847,0
5,gasoline,190,90,2.6,21,259.5,47580,0
7,lpg,50,107,13.5,47,294.85,22196,1
5,kerosene,20,105,13.5,30,291.75,21955,1
4,gasoline,60,97,2.8,67,284.35,21336,0
1,gasoline,90,96,2.1,67,251.8,21500,0
7,lpg,170,93,3.6,18,252.15,22848,0
1,thinner,150,97,0,75,294.35,21929,0
2,gasoline,140,102,3.7,51,279.1,85099C,0
3,thinner,10,96,0,75,293.8,21867,0
3,thinner,40,91,10.3,11,240.05,21865,1
3,gasoline,160,105,3.7,42,283.75,22557,0
5,thinner,180,95,2.7,48,282.25,22866,0
3,gasoline,10,105,15.2,45,279.75,22195,1
4,thinner,10,108,15.2,19,322.4,79321,1
5,thinner,190,91,1.6,7,271.05,22173,0
3,thinner,130,94,3.8,50,260.7,82484,0
2,gasoline,160,89,3.7,6,275.95,22555,1
3,kerosene,20,92,16,42,247.6,22551,1
3,kerosene,170,97,3.6,44,255.35,22556,0
2,thinner,190,94,2.9,14,281.7,85014A,0
4,gasoline,40,110,14.4,38,316.5,15044C,1
3,kerosene,160,96,0,70,250.8,15044B,0
3,kerosene,30,90,12,10,248.5,20966,1
1,gasoline,70,106,12,26,292.3,21361,1
1,gasoline,80,89,8.5,9,259.95,79302M,1
7,lpg,190,76,0.4,2,237.8,22835,0
4,kerosene,160,92,3.4,22,283.6,20713,0
3,gasoline,150,89,3.4,19,262.95,22385,1
4,thinner,40,85,11.3,17,238.75,21930,1
2,kerosene,20,90,11.5,7,233.5,22355,1
5,kerosene,150,93,6.3,14,285.15,21935,0
4,thinner,130,80,2.3,2,214,21931,0
1,kerosene,20,106,13.2,20,284.3,22763,1
5,gasoline,130,96,0,70,250.8,21669,0
2,gasoline,150,96,5.3,32,269.8,22755,0
5,thinner,60,108,14.5,35,319.4,21479,1
2,gasoline,140,89,5,13,272.95,85132A,1
4,gasoline,130,96,6.3,27,268.8,35954,1
4,kerosene,120,103,7.9,36,297.65,22739,0
2,thinner,180,92,1.7,11,240.6,21479,0
3,thinner,100,102,0,72,271.1,22114,0
5,thinner,120,104,7.9,28,298.2,21217,0
1,thinner,30,101,5,66,269.55,21484,1
3,thinner,170,96,0,68,253.8,22580,0
5,kerosene,160,90,2.9,7,276.5,35004B,0
3,gasoline,100,104,6.5,22,300.2,22087,1
1,kerosene,80,105,11.3,26,300.75,22041,1
5,kerosene,180,92,4.4,18,263.6,22673,0
6,lpg,70,86,9.3,13,268.3,85045,1
4,thinner,130,91,4,10,269.05,22839,0
4,thinner,80,103,9,50,311.65,84352,0
3,thinner,130,86,3.4,3,238.3,22904,0
3,gasoline,140,96,0,75,249.8,21623,0
5,kerosene,150,92,4.5,24,244.6,22568,0
4,thinner,90,86,9.2,5,238.3,20972,0
3,kerosene,150,95,2.2,60,243.25,21784,0
3,gasoline,150,105,4.3,42,283.75,22788,0
6,lpg,160,91,3.9,19,262.05,22174,1
5,gasoline,80,91,10.3,16,261.05,20668,1
5,kerosene,160,96,0,68,279.8,22926,0
2,gasoline,170,97,4.4,27,286.35,22927,0
2,thinner,40,89,10.9,14,252.95,22847,1
2,kerosene,170,94,3.7,32,279.7,22849,0
3,thinner,140,92,6,27,281.6,47580,0
1,gasoline,20,106,13.3,24,315.3,22927,1
1,thinner,10,111,15.2,47,307.05,22926,1
6,lpg,80,87,7.7,4,251.85,22849,0
4,kerosene,140,86,4.6,3,246.3,22847,0
7,lpg,10,108,15.4,27,282.4,22196,1
1,gasoline,160,91,2.2,11,263.05,47580,0
4,kerosene,40,85,11.3,17,219.75,22196,1
1,thinner,160,105,4.4,36,316.75,21262,0
2,gasoline,120,105,7.2,38,285.75,22156,1
3,thinner,110,104,5.7,48,287.2,22155,0
4,gasoline,140,94,4.2,22,289.7,22423,1
3,kerosene,50,94,6.4,55,253.7,22219,1
3,kerosene,160,97,0,75,289.35,84970S,0
2,thinner,120,74,0,1,219.7,22050,0
1,gasoline,10,93,15.4,52,252.15,72802C,1
2,kerosene,30,89,12.3,28,239.95,22147,1
1,kerosene,100,102,4.9,51,273.1,22114,0
5,thinner,60,105,12.2,23,298.75,22865,1
1,kerosene,100,102,0,72,298.1,22866,0
3,gasoline,110,89,7.5,5,266.95,22867,0
7,lpg,80,106,12.3,33,306.3,22150,1
4,thinner,70,107,10.7,22,321.85,21259,1
6,lpg,100,104,0,68,288.2,85062,0
5,gasoline,40,108,14.8,40,301.4,22834,1
4,thinner,190,96,0,70,292.8,22837,0
3,gasoline,40,92,13.5,25,281.6,22633,1
3,kerosene,150,93,5.8,26,286.15,22969,0
7,lpg,40,90,12.5,24,273.5,22834,1
1,thinner,110,107,8.8,32,299.85,22834,1
6,lpg,90,106,11,47,300.3,22960,1
2,gasoline,80,80,3.2,2,238,22956,1
2,kerosene,120,96,0,68,250.8,22969,0
2,kerosene,160,105,1.5,65,297.75,22846,0
1,kerosene,180,104,0,66,313.2,22855,0
4,gasoline,120,104,6.5,19,303.2,22694,1
7,lpg,40,90,10,10,274.5,22625,1
4,thinner,120,101,5.7,18,260.55,22842,0
2,thinner,10,108,15.4,27,285.4,22840,1
1,kerosene,110,89,7.5,5,227.95,POST,1
2,thinner,150,96,4.2,44,268.8,22086,0
2,thinner,30,86,10,13,228.3,22840,1
1,kerosene,30,104,0.4,68,296.2,22960,1
4,kerosene,90,106,12.5,35,290.3,22952,1
5,thinner,190,102,2.9,25,285.1,22635,0
4,kerosene,80,106,11.2,46,316.3,21508,0
5,gasoline,180,95,2.7,48,248.25,21680,0
6,lpg,150,90,3.7,20,277.5,20819,1
4,gasoline,170,101,2.8,48,258.55,35598D,0
6,lpg,190,102,2.5,51,282.1,22941,0
4,thinner,140,94,4.2,22,281.7,21187,0
3,kerosene,40,87,13.2,22,223.85,22900,1
1,thinner,20,93,11.5,14,250.15,21918,1
4,kerosene,30,85,11,17,244.75,22661,1
1,thinner,150,94,3.8,47,250.7,21889,0
2,kerosene,130,92,4.6,11,276.6,22756,1
4,gasoline,40,90,12.5,24,239.5,22910,1
3,thinner,150,93,5.6,27,256.15,21580,0
1,thinner,190,91,1.6,7,236.05,21578,0
4,gasoline,130,96,0,68,249.8,21790,0
2,kerosene,110,105,8.8,28,271.75,22755,1
2,gasoline,170,94,2.3,52,239.7,22633,0
1,thinner,80,88,7.7,11,230.4,22141,1
2,gasoline,40,90,11,7,241.5,84925F,1
3,thinner,110,101,6.5,19,257.55,22726,1
1,gasoline,170,88,3.1,15,265.4,22727,0
2,thinner,150,96,1.4,65,282.8,22728,0
3,kerosene,120,102,7,40,300.1,84997A,0
2,thinner,80,105,11.6,45,306.75,21452,1
7,lpg,140,93,5.4,32,241.15,84029E,0
1,kerosene,40,85,9.2,4,225.75,22865,1
2,thinner,120,102,5.2,47,269.1,22086,0
3,kerosene,120,97,0,75,275.35,22633,0
4,thinner,110,105,8.8,28,317.75,22633,0
2,gasoline,90,105,12.8,30,305.75,22925,1
5,thinner,100,88,7,5,243.4,22866,0
3,gasoline,70,92,11.2,19,278.6,21888,1
2,kerosene,170,93,3.6,18,268.15,22141,0
7,lpg,150,88,4.3,6,249.4,22570,0
2,thinner,80,105,10.6,25,277.75,22189,1
4,kerosene,30,111,15.5,47,321.05,84949,1
4,kerosene,100,89,7,18,237.95,84946,1
5,thinner,20,91,15,35,265.05,84970S,1
3,gasoline,10,108,15.4,22,276.4,82583,1
1,thinner,80,103,9,50,280.65,22112,1
2,thinner,70,90,9.5,8,231.5,85227,1
4,thinner,190,91,1.6,10,245.05,22158,0
2,thinner,190,92,2,19,245.6,21143,0
4,kerosene,30,75,0,1,240.25,21591,0
3,gasoline,190,96,2.9,38,288.8,21812,0
1,gasoline,80,96,2.8,66,273.8,21730,0
3,thinner,30,86,10,13,236.3,22588,1
7,lpg,120,90,4.2,12,230.5,85123A,1
7,lpg,10,75,0.8,1,233.25,22727,0
5,gasoline,10,106,14.4,15,281.3,21080,1
4,gasoline,20,104,7.5,65,297.2,21094,1
7,lpg,100,105,7.1,48,273.75,47566,0
5,gasoline,50,107,14.2,35,305.85,47566B,1
3,thinner,20,104,15.5,40,290.2,84949,1
4,gasoline,20,106,13.2,20,313.3,22333,1
1,thinner,120,103,8.5,33,308.65,21086,1
1,thinner,170,96,0,67,250.8,22568,0
2,kerosene,170,97,3.6,44,287.35,22499,0
2,gasoline,190,96,1,65,264.8,22942,0
1,thinner,150,91,2.8,8,240.05,22941,1
6,lpg,90,106,12.6,34,295.3,22943,1
4,thinner,160,91,2.2,11,235.05,22805,0
3,thinner,110,104,8.5,25,288.2,22777,1
2,thinner,150,91,4.3,23,260.05,22822,1
2,gasoline,180,98,3.7,27,294.9,22953,0
1,thinner,30,92,13.2,33,268.6,22960,1
1,kerosene,170,91,2.2,8,275.05,22533,0
4,thinner,180,95,1.5,55,266.25,22530,0
5,kerosene,140,94,3.3,52,247.7,22529,0
2,thinner,140,90,4.5,19,252.5,22532,1
5,kerosene,130,99,5.2,47,275.45,22534,0
5,gasoline,30,101,5,66,298.55,22537,0
2,thinner,90,105,10.6,22,270.75,22536,1
2,gasoline,30,107,12.3,24,315.85,22535,1
1,thinner,150,93,4,22,257.15,22555,1
4,kerosene,70,104,10.9,21,314.2,22556,1
1,gasoline,110,106,9.3,27,316.3,22585,1
1,thinner,150,92,5,28,284.6,85049A,1
2,thinner,30,95,6.5,60,263.25,22076,1
5,kerosene,140,93,3.7,12,280.15,22568,0
6,lpg,30,86,7.4,3,267.3,21890,0
4,kerosene,110,100,7.7,16,280,22585,0
6,lpg,40,88,12,19,258.4,22576,1
7,lpg,80,95,5.8,60,286.25,22573,0
6,lpg,90,105,11.5,26,300.75,22585,1
6,lpg,30,89,14.2,32,251.95,22571,1
1,kerosene,90,105,11,42,304.75,22572,1
4,kerosene,150,96,0,72,274.8,22581,0
2,kerosene,100,105,7.1,48,308.75,22130,0
5,kerosene,20,107,1.1,68,308.85,22940,0
2,kerosene,100,105,2.5,65,309.75,22728,0
4,kerosene,130,99,5.2,47,283.45,22726,0
1,kerosene,120,104,7.7,30,284.2,22727,1
4,thinner,80,106,12.3,33,288.3,22729,1
2,kerosene,180,95,1.5,55,277.25,22810,0
4,gasoline,190,94,1.6,55,258.7,22187,0
4,thinner,120,78,1.4,2,229.9,22186,0
5,gasoline,150,94,4,45,254.7,22943,0
2,kerosene,10,110,15.4,48,320.5,22866,1
1,kerosene,50,107,13.5,47,297.85,22865,1
1,gasoline,110,79,3.1,2,230.45,22867,0
1,gasoline,40,75,0,1,217.25,22910,0
3,thinner,160,91,2.7,8,268.05,22694,0
3,thinner,90,105,13.2,33,285.75,22812,1
4,gasoline,180,91,2.1,8,276.05,22570,0
4,thinner,50,108,14.5,36,279.4,22569,1
3,kerosene,120,105,6.4,26,290.75,22909,0
2,kerosene,130,74,0,1,215.7,21547,0
4,thinner,50,92,10.3,15,247.6,22423,1
2,kerosene,150,89,5.6,30,237.95,22752,0
7,lpg,50,104,4,65,282.2,84879,0
1,thinner,110,106,7.7,40,302.3,84944,1
2,kerosene,50,90,9.3,5,267.5,22568,1
5,thinner,30,90,12,27,275.5,22111,1
3,gasoline,140,90,4.5,19,256.5,22150,1
4,gasoline,150,93,5.6,27,260.15,22431,0
2,thinner,190,92,2.6,32,235.6,22430,0
1,kerosene,150,96,4.2,44,249.8,84030E,0
4,kerosene,150,90,6,15,269.5,22633,0
4,gasoline,190,102,2.5,51,310.1,84406B,0
1,gasoline,60,107,12.3,22,313.85,21080,1
1,kerosene,130,103,5.2,44,270.65,21314,0
1,kerosene,50,75,0,1,191.25,22585,0
5,gasoline,90,89,8.5,9,252.95,72802C,1
2,thinner,100,104,6.5,22,311.2,85131A,1
3,kerosene,150,94,3.8,47,288.7,22800,0
1,kerosene,160,91,3.9,19,270.05,22791,1
4,gasoline,50,90,10.5,6,272.5,22791,1
3,kerosene,190,96,2.9,26,281.8,84945,0
3,gasoline,80,106,12,27,287.3,72802C,1
5,gasoline,170,106,3.4,42,311.3,84406B,0
1,thinner,70,86,9.5,5,256.3,22585,1
1,thinner,70,91,11,18,242.05,22961,1
3,gasoline,20,76,1,1,231.8,22488,0
5,gasoline,170,101,2.8,48,259.55,22113,0
6,lpg,130,105,6.3,36,297.75,17021,1
7,lpg,50,108,12.5,51,316.4,22845,1
4,kerosene,170,91,2.2,8,237.05,22909,0
1,kerosene,10,105,15.2,45,274.75,84520B,1
1,thinner,120,94,6,5,254.7,21078,1
5,thinner,10,108,15.4,23,300.4,22938,1
3,kerosene,10,95,12,60,255.25,22736,1
4,gasoline,170,94,3.7,30,281.7,22737,0
6,lpg,60,88,11,14,256.4,22739,1
1,kerosene,90,104,10.2,20,302.2,22295,1
2,gasoline,30,85,10.7,12,247.75,22585,1
7,lpg,40,91,14.9,30,238.05,85036C,1
2,gasoline,110,96,0,70,290.8,21623,0
6,lpg,90,104,10.6,24,285.2,20718,1
2,thinner,130,92,4.6,11,277.6,84945,0
7,lpg,110,100,7.7,16,272,22602,1
6,lpg,160,92,3.4,22,242.6,22600,1
3,kerosene,160,105,3.7,42,308.75,22595,0
3,gasoline,20,92,16,42,264.6,21743,1
7,lpg,40,101,3.2,66,290.55,21744,0
1,gasoline,80,102,0,72,286.1,22779,0
7,lpg,170,96,3.4,45,263.8,85123A,0
2,kerosene,180,83,1.6,3,214.65,21730,0
1,kerosene,170,96,0,67,259.8,22178,0
4,kerosene,100,104,9.7,27,304.2,84968F,0
2,gasoline,60,89,11.5,17,256.95,84968E,1
4,gasoline,80,91,8.6,12,242.05,84968B,1
5,kerosene,20,92,12.3,16,235.6,48173C,1
6,lpg,140,92,4.5,40,271.6,20685,1
4,gasoline,70,87,10.6,14,267.85,21523,1
1,thinner,20,92,12.3,16,274.6,48187,1
4,kerosene,190,90,3.6,15,239.5,22690,0
4,gasoline,10,110,15.7,42,282.5,22660,1
4,thinner,170,86,3.1,6,231.3,21754,0
3,thinner,170,91,2,7,252.05,21326,0
3,kerosene,170,94,2.3,52,281.7,84946,0
5,kerosene,40,91,10.4,15,241.05,84947,1
2,kerosene,110,108,0,75,319.4,22792,0
5,kerosene,10,102,13.3,55,275.1,82494L,1
1,thinner,190,95,2.9,34,280.25,82482,0
1,kerosene,60,107,13.8,40,292.85,82484,1
5,kerosene,80,96,0,75,271.8,22151,0
5,kerosene,10,109,4.5,67,319.95,22491,0
3,gasoline,90,91,10.2,19,241.05,21912,1
4,thinner,20,92,16,44,235.6,22489,1
3,kerosene,140,93,3.7,12,280.15,22561,0
4,kerosene,50,96,0,70,248.8,85152,0
3,kerosene,190,105,0,72,314.75,21181,0
2,kerosene,190,76,0.4,2,223.8,22456,0
2,kerosene,120,96,0,70,270.8,21830,0
1,gasoline,130,96,4.2,22,267.8,22535,1
1,gasoline,40,93,13.5,50,275.15,22536,1
7,lpg,180,92,3.1,45,257.6,22419,0
2,thinner,120,103,5,50,306.65,84536A,0
2,thinner,90,110,12.2,38,293.5,22489,1
6,lpg,20,110,15,52,313.5,20975,1
1,kerosene,190,94,2.2,30,241.7,16169K,0
1,thinner,170,92,3.6,19,283.6,20719,1
7,lpg,60,102,0,70,288.1,22355,0
5,kerosene,190,96,1,65,253.8,21034,0
5,gasoline,20,78,3.7,2,230.9,21915,0
7,lpg,170,76,0,1,242.8,85227,0
5,gasoline,20,92,12.3,16,253.6,22531,1
5,thinner,120,96,2.2,65,268.8,22537,0
7,lpg,90,106,10.9,48,304.3,22536,0
1,kerosene,110,96,0,72,255.8,22532,0
3,kerosene,20,96,4,67,292.8,21791,1
7,lpg,120,101,4.9,45,275.55,22659,0
3,gasoline,130,96,4.2,23,245.8,84970S,1
3,thinner,60,88,9.9,10,254.4,22549,1
3,gasoline,160,94,3.6,46,268.7,85215,0
1,kerosene,180,74,0,1,188.7,35833G,0
1,gasoline,100,88,4.6,11,261.4,85099F,1
2,kerosene,10,108,15.4,23,284.4,85014B,1
7,lpg,40,92,14.1,28,244.6,20712,1
2,gasoline,140,93,5.4,32,254.15,84879,0
3,thinner,40,106,14.5,32,286.3,21754,1
6,lpg,30,110,14.8,36,316.5,20685,1
1,kerosene,10,108,15.4,23,295.4,20699,1
6,lpg,100,88,4.6,11,237.4,20713,1
2,gasoline,70,106,12,46,280.3,20719,1
5,thinner,190,96,1,65,285.8,20725,0
1,kerosene,50,107,13.3,26,293.85,20728,1
2,kerosene,120,91,4,8,268.05,20733,1
1,thinner,80,106,11.6,40,284.3,20735,1
2,gasoline,90,88,7.4,11,266.4,20752,1
4,gasoline,160,91,4.8,34,252.05,20754,0
4,thinner,150,93,3.7,46,260.15,20770,0
7,lpg,110,96,0,68,266.8,20832,0
5,thinner,50,82,3.2,2,249.1,20846,0
1,kerosene,170,83,2,3,253.65,20956,0
6,lpg,160,90,2.9,7,254.5,20961,0
3,thinner,50,90,10.3,10,238.5,20963,1
7,lpg,20,95,16,46,278.25,20966,1
2,gasoline,190,90,2.6,21,278.5,20972,0
3,thinner,40,91,11.5,8,244.05,20973,1
5,kerosene,120,104,5.6,23,300.2,20974,0
5,thinner,70,89,8.8,12,266.95,20975,1
5,gasoline,80,105,11.6,45,288.75,21000,1
6,lpg,130,103,5.6,40,295.65,21001,1
1,gasoline,10,105,15.2,45,307.75,21002,1
2,thinner,110,92,8.5,15,240.6,21012,1
2,kerosene,10,93,15.1,51,256.15,21014,1
5,gasoline,70,104,11,20,265.2,21015,1
4,kerosene,160,105,1.5,65,299.75,21026,0
2,gasoline,90,106,6.1,55,286.3,21028,1
5,kerosene,140,89,4.4,7,249.95,21035,0
3,thinner,160,88,3.2,5,265.4,21069,0
4,kerosene,140,92,4.2,20,237.6,21071,0
3,kerosene,190,92,2.6,32,282.6,21080,0
2,gasoline,150,97,0,75,282.35,21098,0
4,kerosene,70,108,12.9,42,275.4,21107,1
2,gasoline,40,106,14.5,32,276.3,21108,1
4,thinner,90,102,10.9,16,310.1,21109,1
5,gasoline,80,106,11.2,46,305.3,21111,1
2,kerosene,70,106,7.5,55,311.3,21121,0
1,thinner,10,102,13.3,55,303.1,21124,1
3,thinner,140,93,3.7,12,286.15,21143,0
4,kerosene,130,94,3.8,50,244.7,21147,0
2,gasoline,20,110,15,52,313.5,21154,1
2,kerosene,80,106,12,44,294.3,21155,0
3,gasoline,130,96,4.8,24,276.8,21162,1
1,gasoline,90,75,0,1,220.25,21163,0
1,gasoline,20,90,14.1,32,256.5,21165,1
1,thinner,70,95,11.2,23,268.25,21171,1
1,kerosene,170,91,3.7,21,269.05,21174,0
4,kerosene,30,85,10.7,12,245.75,21175,1
2,thinner,70,105,12.2,47,312.75,21181,1
4,gasoline,40,85,9.2,4,234.75,21187,1
3,kerosene,130,74,0,1,224.7,21189,0
1,thinner,70,107,13.6,35,276.85,21191,1
4,gasoline,20,90,15.2,36,237.5,21192,1
1,kerosene,70,87,10.3,6,248.85,21204,1
4,kerosene,10,93,15.4,52,246.15,21210,1
2,kerosene,30,92,10.9,11,283.6,21212,1
4,kerosene,150,93,4.8,35,244.15,21217,0
4,thinner,20,78,3.7,2,203.9,21222,0
3,kerosene,90,106,12.8,28,314.3,21231,1
2,kerosene,100,87,8.5,17,270.85,21232,1
7,lpg,180,97,0,72,280.35,21239,0
2,gasoline,140,94,5.7,25,262.7,21251,1
4,gasoline,100,90,5.8,8,275.5,21253,0
1,gasoline,150,97,0,75,256.35,21258,0
1,gasoline,190,92,2.6,32,252.6,21261,0
4,gasoline,20,95,16.3,45,243.25,21262,1
3,kerosene,40,91,10.4,15,257.05,21263,1
1,thinner,150,93,3.7,46,272.15,21272,0
3,gasoline,60,106,11,52,272.3,21291,1
1,thinner,10,108,15.4,23,293.4,21313,1
2,thinner,170,91,2.2,8,246.05,21314,0
3,gasoline,70,90,9.5,8,243.5,21327,1
1,gasoline,10,111,15.2,47,311.05,21328,1
2,thinner,170,91,2.1,9,243.05,21329,0
6,lpg,140,96,4.6,44,291.8,21340,1
2,gasoline,30,87,11,6,259.85,21352,1
2,kerosene,130,105,6.3,36,313.75,21356,0
2,gasoline,10,111,16,44,305.05,21361,1
2,kerosene,60,107,14.2,32,310.85,21363,1
3,gasoline,180,105,1.1,65,289.75,21366,0
4,gasoline,120,87,7,7,270.85,21367,0
5,gasoline,20,95,16,46,278.25,21375,1
1,kerosene,170,88,4.2,17,261.4,21377,1
3,kerosene,50,108,13.5,28,316.4,21379,1
5,gasoline,60,107,14.2,33,286.85,21391,1
5,thinner,120,96,1.5,67,248.8,21401,0
4,kerosene,90,96,2.1,67,254.8,21403,0
2,thinner,170,96,3.2,40,267.8,21429,0
6,lpg,190,92,2,19,254.6,21439,0
7,lpg,20,91,12.2,8,251.05,21448,1
2,gasoline,160,105,4.4,36,300.75,21470,0
3,kerosene,10,105,12.9,8,294.75,21479,1
7,lpg,160,92,5.2,26,238.6,21481,0
1,thinner,130,104,5.8,34,290.2,21484,1
1,gasoline,70,89,9.3,9,232.95,21485,1
4,thinner,150,96,0,67,282.8,21486,0
1,thinner,60,90,12.2,19,259.5,21488,1
4,gasoline,40,91,11.3,9,262.05,21494,1
1,gasoline,40,108,14.4,33,311.4,21506,1
2,gasoline,80,106,12.6,35,317.3,21507,1
3,gasoline,120,95,3.6,55,255.25,21508,0
5,thinner,80,106,12,44,283.3,21524,0
3,gasoline,90,89,7.9,10,243.95,21537,1
1,thinner,60,102,0,70,272.1,21544,0
5,kerosene,80,88,7.7,11,231.4,21558,1
1,gasoline,160,91,3.9,19,272.05,21559,1
1,thinner,130,96,1.6,66,279.8,21577,0
3,thinner,170,102,0,75,271.1,21581,0
1,kerosene,50,92,14.9,42,265.6,21595,1
4,kerosene,40,91,10.3,11,241.05,21638,1
2,thinner,140,95,3.4,50,269.25,21641,0
4,kerosene,60,83,3.4,2,257.65,21643,0
3,kerosene,70,90,13,30,277.5,21648,1
5,thinner,110,89,8.1,6,275.95,21675,0
2,gasoline,190,93,2.7,35,269.15,21683,0
2,thinner,120,105,7.8,35,271.75,21684,1
2,gasoline,120,74,0,1,226.7,21698,0
3,gasoline,170,94,3.3,16,256.7,21703,0
5,thinner,100,103,6.5,23,291.65,21704,0
7,lpg,80,87,7.7,4,250.85,21705,0
1,thinner,50,84,5.8,3,227.2,21715,1
4,gasoline,110,83,3.7,3,254.65,21716,0
3,gasoline,110,100,7.7,16,258,21721,1
4,thinner,30,112,16,46,309.6,21723,1
5,kerosene,60,105,12.3,21,270.75,21724,1
3,kerosene,60,108,14.2,45,276.4,21730,1
5,gasoline,130,96,1.5,67,292.8,21731,0
3,thinner,110,106,10,26,309.3,21733,1
1,kerosene,160,74,0,1,208.7,21744,0
1,thinner,90,89,8.5,9,274.95,21754,1
3,gasoline,170,85,3.3,5,231.75,21755,0
3,thinner,110,87,6.7,4,232.85,21756,0
5,kerosene,120,97,0,75,270.35,21773,0
7,lpg,50,92,9.9,12,269.6,21774,1
2,kerosene,110,96,1.5,67,271.8,21775,0
4,kerosene,100,92,5.6,21,263.6,21787,1
4,kerosene,170,94,3.7,30,286.7,21790,0
5,kerosene,130,105,6.3,36,300.75,21791,0
5,kerosene,50,89,10,13,269.95,21801,1
2,thinner,80,107,12.2,42,316.85,21802,1
5,gasoline,50,96,0,72,272.8,21803,0
5,gasoline,130,96,7.8,30,256.8,21810,0
1,thinner,60,89,11.2,15,264.95,21813,1
3,thinner,180,97,0,72,272.35,21815,0
4,thinner,180,105,1.1,65,292.75,21826,0
1,gasoline,140,94,5.7,25,250.7,21829,1
2,kerosene,100,95,5.7,50,253.25,21832,0
6,lpg,10,90,11,5,273.5,21833,1
6,lpg,40,106,12.3,60,292.3,21846,1
5,kerosene,110,96,0,70,276.8,21864,0
1,gasoline,190,91,1.6,10,240.05,21866,0
5,gasoline,100,103,9.1,44,298.65,21870,0
3,thinner,70,108,13.5,38,281.4,21871,1
2,kerosene,190,84,2,4,262.2,21874,0
5,kerosene,90,106,12.8,28,305.3,21876,1
4,gasoline,20,103,1,70,290.65,21889,0
2,kerosene,100,103,6.5,23,271.65,21890,1
2,gasoline,110,107,8.8,32,319.85,21891,1
5,thinner,20,103,1,70,301.65,21892,0
1,gasoline,30,101,5,66,304.55,21899,1
5,gasoline,80,88,7.7,11,245.4,21901,1
7,lpg,110,96,0,72,252.8,21903,0
7,lpg,190,94,2.9,14,263.7,21906,0
5,thinner,180,89,3.4,17,226.95,21907,0
4,kerosene,100,104,7.4,24,300.2,21908,0
7,lpg,20,91,11.2,13,267.05,21913,1
3,thinner,50,107,14.2,35,290.85,21914,1
1,gasoline,10,91,12.9,9,243.05,21915,1
3,kerosene,180,87,2.8,5,225.85,21918,0
4,thinner,140,92,5.3,28,235.6,21931,0
3,kerosene,40,93,14.5,48,241.15,21932,1
3,kerosene,190,91,1.6,10,237.05,21933,0
7,lpg,40,110,14.4,36,325.5,21934,1
5,thinner,60,95,9.5,60,274.25,21935,0
7,lpg,150,96,0,72,244.8,21937,0
1,gasoline,60,88,9.7,5,261.4,21942,1
7,lpg,110,106,7.1,42,298.3,21944,0
1,kerosene,10,108,15.4,27,304.4,21945,1
2,thinner,170,84,3.6,4,217.2,21948,0
2,thinner,130,92,3.7,21,248.6,21967,1
5,kerosene,190,95,2.9,34,290.25,21976,0
1,thinner,60,108,12.6,48,297.4,21977,1
1,gasoline,100,98,0,75,287.9,21980,0
4,kerosene,190,86,2.2,5,232.3,21981,0
1,kerosene,10,83,3.1,2,213.65,21982,1
3,thinner,10,108,15.2,19,298.4,21983,1
1,thinner,70,106,12,46,315.3,21984,1
4,kerosene,80,88,9.3,13,244.4,21990,1
3,gasoline,90,107,13.1,45,320.85,21992,1
3,gasoline,190,105,0,72,268.75,21993,0
3,gasoline,100,106,5.4,52,292.3,22023,0
2,gasoline,50,89,10.3,11,261.95,22024,1
2,gasoline,60,107,13.6,28,293.85,22027,1
3,thinner,90,106,7,52,278.3,22028,0
3,kerosene,140,96,0,68,262.8,22029,0
4,kerosene,100,103,1.5,67,278.65,22037,0
2,gasoline,60,90,11.9,18,260.5,22042,1
1,kerosene,100,104,8.6,46,294.2,22043,0
2,thinner,10,109,7.8,66,283.95,22068,1
2,thinner,90,89,10.9,15,251.95,22069,1
3,kerosene,190,100,3.2,27,273,22077,0
5,kerosene,100,104,7.4,47,315.2,22078,0
3,kerosene,80,88,9.3,13,272.4,22080,1
4,thinner,150,95,2,55,274.25,22082,0
2,gasoline,120,88,6.5,6,250.4,22083,1
3,gasoline,140,94,3.3,52,260.7,22086,0
4,kerosene,30,101,0.4,70,281.55,22091,0
7,lpg,10,109,7.8,66,310.95,22094,0
